id_eje,ejecutora_nombre,year,ind_eje,propim,proinv,pim,devengado,certificado,compromiso_anual,inverre,pim_total,invtot
MUNICIPALIDAD DISTRITAL DE HUALLANCA,MUNICIPALIDAD DISTRITAL DE HUALLANCA,2022,.72799146,.5928449,.81538463,12593385,9167876.76,11859036.73,9315270.209999999,53,21242292,65
MUNICIPALIDAD DISTRITAL DE HUALLANCA,MUNICIPALIDAD DISTRITAL DE HUALLANCA,2023,.11490661,.81243795,.88636363,11419370,1312161.1,3034192.57,1735050.79,39,14055683,44
MUNICIPALIDAD DISTRITAL DE HUALLANCA,MUNICIPALIDAD DISTRITAL DE HUALLANCA,2024,.33707193,.88396007,.87301588,21017537,7084421.870000001,19576252.22999999,15072667.99,55,23776569,63
MUNICIPALIDAD DISTRITAL DE HUALMAY,MUNICIPALIDAD DISTRITAL DE HUALMAY,2022,.77112526,1,1,4492069,3463947.969999999,4451107.139999999,4035410.959999999,34,4492069,34
MUNICIPALIDAD DISTRITAL DE HUALMAY,MUNICIPALIDAD DISTRITAL DE HUALMAY,2023,.75251943,.98564571,.8888889,3889288,2926764.83,3277609.25,3265068.43,24,3945929,27
MUNICIPALIDAD DISTRITAL DE HUALMAY,MUNICIPALIDAD DISTRITAL DE HUALMAY,2024,.31251085,.34458452,.92307693,2225861,695605.73,750092.21,696045.73,12,6459550,13
MUNICIPALIDAD DISTRITAL DE HUAMALI,MUNICIPALIDAD DISTRITAL DE HUAMALI,2022,.87183183,.95165765,.91666669,519016,452494.6799999999,491884.3,466057,11,545381,12
MUNICIPALIDAD DISTRITAL DE HUAMALI,MUNICIPALIDAD DISTRITAL DE HUAMALI,2023,.67257714,.8044703,.81818181,438125,294672.86,379105.49,329275.35,9,544613,11
MUNICIPALIDAD DISTRITAL DE HUAMALI,MUNICIPALIDAD DISTRITAL DE HUAMALI,2024,.26225641,.23473473,.69230771,331279,86880.03999999999,212786.85,148880.97,9,1411291,13
MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO,MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO,2022,.85038322,.11822668,.8214286,2058403,1750431.37,2026435.61,1942646.79,23,17410647,28
MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO,MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO,2023,.65087551,.07097853,.83999997,1562546,1017022.88,1512496.67,1439000.85,21,22014347,25
MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO,MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO,2024,.86735409,.40477577,.8214286,1195351,1036792.6,1130103.66,1130103.66,23,2953119,28
MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,2022,.73873138,.044706907,.42857143,793541,586213.66,651897.47,588133.66,15,17749852,35
MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,2023,.64211267,.082439207,.625,973052,624809.01,902729.99,656009.99,15,11803267,24
MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,2024,.8909353,.17909956,.46666667,656106,584548,610008,609808,7,3663359,15
MUNICIPALIDAD DISTRITAL DE HUAMANQUIQUIA,MUNICIPALIDAD DISTRITAL DE HUAMANQUIQUIA,2022,.56581265,.13737647,.78571427,644581,364712.0699999999,481927.21,403384.4399999999,11,4692077,14
MUNICIPALIDAD DISTRITAL DE HUAMANQUIQUIA,MUNICIPALIDAD DISTRITAL DE HUAMANQUIQUIA,2023,.046840973,.96611565,.66666669,9647336,451890.6,935654.83,455624.6,6,9985695,9
MUNICIPALIDAD DISTRITAL DE HUAMANQUIQUIA,MUNICIPALIDAD DISTRITAL DE HUAMANQUIQUIA,2024,.083189622,.88477546,.58333331,9562715,795518.6200000001,9375221.16,795518.6200000001,7,10808070,12
MUNICIPALIDAD DISTRITAL DE HUAMANTANGA,MUNICIPALIDAD DISTRITAL DE HUAMANTANGA,2022,.97735351,1,1,1004711,981957.8200000001,984957.8200000001,984957.8200000001,14,1004711,14
MUNICIPALIDAD DISTRITAL DE HUAMANTANGA,MUNICIPALIDAD DISTRITAL DE HUAMANTANGA,2023,.6218245,1,1,326301,202901.96,250301.96,250301.96,13,326301,13
MUNICIPALIDAD DISTRITAL DE HUAMANTANGA,MUNICIPALIDAD DISTRITAL DE HUAMANTANGA,2024,.45130086,.94784755,.91666669,363491,164043.8,169443.8,164043.8,11,383491,12
MUNICIPALIDAD DISTRITAL DE HUAMATAMBO,MUNICIPALIDAD DISTRITAL DE HUAMATAMBO,2022,.58462554,.85468692,.69999999,285962,167180.69,167181.19,167180.69,7,334581,10
MUNICIPALIDAD DISTRITAL DE HUAMATAMBO,MUNICIPALIDAD DISTRITAL DE HUAMATAMBO,2023,.9604367,.73539656,.625,258386,248163.4,248164,248164,5,351356,8
MUNICIPALIDAD DISTRITAL DE HUAMATAMBO,MUNICIPALIDAD DISTRITAL DE HUAMATAMBO,2024,.327079,.79156595,.60000002,202667,66288.12,66288.12,66288.12,3,256033,5
MUNICIPALIDAD DISTRITAL DE HUAMBALPA,MUNICIPALIDAD DISTRITAL DE HUAMBALPA,2022,.72346699,1,1,504381,364903,422469.01,411429,12,504381,12
MUNICIPALIDAD DISTRITAL DE HUAMBALPA,MUNICIPALIDAD DISTRITAL DE HUAMBALPA,2023,.74978071,.077310175,.75,321486,241044,243544,241044,6,4158392,8
MUNICIPALIDAD DISTRITAL DE HUAMBALPA,MUNICIPALIDAD DISTRITAL DE HUAMBALPA,2024,.40021643,.025519975,.18181819,125682,50300,50300,50300,2,4924848,11
MUNICIPALIDAD DISTRITAL DE HUAMBO,MUNICIPALIDAD DISTRITAL DE HUAMBO,2022,.87633228,.19027577,.75,1218824,1068094.81,1171358.65,1134347.81,24,6405566,32
MUNICIPALIDAD DISTRITAL DE HUAMBO,MUNICIPALIDAD DISTRITAL DE HUAMBO,2023,.97226495,.55671841,.61904764,685685,666667.5,673768.36,670667.5,13,1231655,21
MUNICIPALIDAD DISTRITAL DE HUAMBO,MUNICIPALIDAD DISTRITAL DE HUAMBO,2024,.4212614,.17423648,.52173913,871569,367158.38,392108.38,392108.38,12,5002219,23
MUNICIPALIDAD DISTRITAL DE HUAMBOS,MUNICIPALIDAD DISTRITAL DE HUAMBOS,2022,.81544495,.44056967,.69999999,4363280,3558014.739999999,4349922.49,4339416.619999999,14,9903723,20
MUNICIPALIDAD DISTRITAL DE HUAMBOS,MUNICIPALIDAD DISTRITAL DE HUAMBOS,2023,.59836167,.17127447,.84210527,1981984,1185943.25,1353515.56,1307555.56,16,11571976,19
MUNICIPALIDAD DISTRITAL DE HUAMBOS,MUNICIPALIDAD DISTRITAL DE HUAMBOS,2024,.44454926,.70567644,.7647059,2290064,1018046.24,2067750.19,1894540.93,13,3245204,17
MUNICIPALIDAD DISTRITAL DE HUAMPARA,MUNICIPALIDAD DISTRITAL DE HUAMPARA,2022,.86907887,.86586416,.60000002,358292,311384.01,325117.62,312347.02,3,413797,5
MUNICIPALIDAD DISTRITAL DE HUAMPARA,MUNICIPALIDAD DISTRITAL DE HUAMPARA,2023,.12004358,.92283481,.83333331,1087092,130498.42,141998.42,141998.42,5,1177992,6
MUNICIPALIDAD DISTRITAL DE HUAMPARA,MUNICIPALIDAD DISTRITAL DE HUAMPARA,2024,.88624191,.74151242,.80000001,171365,151870.85,151871,151870.85,4,231102,5
MUNICIPALIDAD DISTRITAL DE HUANCA,MUNICIPALIDAD DISTRITAL DE HUANCA,2022,.94398636,.14792494,.80000001,2816210,2658463.77,2718137.72,2690198.66,12,19038101,15
MUNICIPALIDAD DISTRITAL DE HUANCA,MUNICIPALIDAD DISTRITAL DE HUANCA,2023,.99778819,.098553099,.52941179,1484940,1481655.63,1484655.67,1484655.63,9,15067410,17
MUNICIPALIDAD DISTRITAL DE HUANCA,MUNICIPALIDAD DISTRITAL DE HUANCA,2024,.91874158,.074230805,.72727275,1457805,1339346.05,1448084.2,1447736.1,8,19638814,11
MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,2022,.71746367,.31175879,.53846157,775109,556112.5299999999,637308.59,596223.52,7,2486246,13
MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,2023,.2589857,1,1,787527,203958.24,493706.24,257958.24,7,787527,7
MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,2024,.33714461,.10136935,.8125,783799,264253.6,557273.86,315853.6,13,7732110,16
MUNICIPALIDAD DISTRITAL DE HUANCABAMBA,MUNICIPALIDAD DISTRITAL DE HUANCABAMBA,2022,.91754568,.84306091,.85714287,3023079,2773813.03,2915065.43,2871865.43,30,3585837,35
MUNICIPALIDAD DISTRITAL DE HUANCABAMBA,MUNICIPALIDAD DISTRITAL DE HUANCABAMBA,2023,.50995016,.99258798,.90909094,2764294,1409652.22,2190732.54,1613021.85,20,2784936,22
MUNICIPALIDAD DISTRITAL DE HUANCABAMBA,MUNICIPALIDAD DISTRITAL DE HUANCABAMBA,2024,.70294565,.25872722,.63157892,3397477,2388241.59,3012583.29,2792411.39,24,13131502,38
MUNICIPALIDAD DISTRITAL DE HUANCAN,MUNICIPALIDAD DISTRITAL DE HUANCAN,2022,.28640008,.84796089,.91428572,7589808,2173721.51,5220332.350000001,2213944.01,32,8950658,35
MUNICIPALIDAD DISTRITAL DE HUANCAN,MUNICIPALIDAD DISTRITAL DE HUANCAN,2023,.90190566,.34968409,.87234044,6127201,5526157.090000001,5649469.090000001,5641609.090000001,41,17522104,47
MUNICIPALIDAD DISTRITAL DE HUANCAN,MUNICIPALIDAD DISTRITAL DE HUANCAN,2024,.73905176,.13923283,.76190478,2606470,1926316.22,2428430.51,2351988.13,32,18720226,42
MUNICIPALIDAD DISTRITAL DE HUANCANO,MUNICIPALIDAD DISTRITAL DE HUANCANO,2022,.59152752,.91542035,.87096775,7167748,4239920.27,6185411.219999999,5521398.829999999,81,7830007,93
MUNICIPALIDAD DISTRITAL DE HUANCANO,MUNICIPALIDAD DISTRITAL DE HUANCANO,2023,.65014261,1,1,7711403,5013511.689999999,6926644.499999997,5892720.359999999,38,7711403,38
MUNICIPALIDAD DISTRITAL DE HUANCANO,MUNICIPALIDAD DISTRITAL DE HUANCANO,2024,.62546283,.88473272,.60526317,3315711,2073854.07,3192892.819999999,2325353.54,23,3747698,38
MUNICIPALIDAD DISTRITAL DE HUANCAPON,MUNICIPALIDAD DISTRITAL DE HUANCAPON,2022,.719935,.93126088,.90909094,546232,393251.54,425751.39,393251.54,10,586551,11
MUNICIPALIDAD DISTRITAL DE HUANCAPON,MUNICIPALIDAD DISTRITAL DE HUANCAPON,2023,.80366075,.73196018,.5714286,293213,235643.78,260145.78,235643.78,4,400586,7
MUNICIPALIDAD DISTRITAL DE HUANCAPON,MUNICIPALIDAD DISTRITAL DE HUANCAPON,2024,.63860095,.89930511,.77777779,440414,281248.8,408140.16,404438.8,7,489727,9
MUNICIPALIDAD DISTRITAL DE HUANCARAMA,MUNICIPALIDAD DISTRITAL DE HUANCARAMA,2022,.85879457,.63784409,.92592591,3914604,3361840.63,3500966.34,3397033.95,25,6137243,27
MUNICIPALIDAD DISTRITAL DE HUANCARAMA,MUNICIPALIDAD DISTRITAL DE HUANCARAMA,2023,.96364743,.81964821,.8888889,3042744,2932132.51,2987888.3,2972580.05,8,3712256,9
MUNICIPALIDAD DISTRITAL DE HUANCARAMA,MUNICIPALIDAD DISTRITAL DE HUANCARAMA,2024,.54507387,.63182336,.71428573,2839437,1547702.94,1950984.94,1818234.94,15,4494036,21
MUNICIPALIDAD DISTRITAL DE HUANCARANI,MUNICIPALIDAD DISTRITAL DE HUANCARANI,2022,.85555232,.8503198,.97222221,15879153,13585446.48,15368340.88,15174014.99,35,18674330,36
MUNICIPALIDAD DISTRITAL DE HUANCARANI,MUNICIPALIDAD DISTRITAL DE HUANCARANI,2023,.91567105,.99570274,.94999999,18015976,16496707.52,16697302.76,16496707.52,38,18093729,40
MUNICIPALIDAD DISTRITAL DE HUANCARANI,MUNICIPALIDAD DISTRITAL DE HUANCARANI,2024,.98477012,.91778964,.95833331,12131842,11947075.43,12111776.23,12094420.73,23,13218543,24
MUNICIPALIDAD DISTRITAL DE HUANCARAY,MUNICIPALIDAD DISTRITAL DE HUANCARAY,2022,.92055798,.17249064,.82758623,2742141,2524299.71,2558858.21,2524299.71,24,15897332,29
MUNICIPALIDAD DISTRITAL DE HUANCARAY,MUNICIPALIDAD DISTRITAL DE HUANCARAY,2023,.94193906,.095779739,.66666669,1648321,1552617.94,1552617.94,1552617.94,8,17209496,12
MUNICIPALIDAD DISTRITAL DE HUANCARAY,MUNICIPALIDAD DISTRITAL DE HUANCARAY,2024,.73399711,.098831929,.42857143,1850646,1358368.8,1365320.8,1365318.8,12,18725183,28
MUNICIPALIDAD DISTRITAL DE HUANCARAYLLA,MUNICIPALIDAD DISTRITAL DE HUANCARAYLLA,2022,.90255892,.92744488,.81818181,515242,465036.25,470152.25,465652.25,9,555550,11
MUNICIPALIDAD DISTRITAL DE HUANCARAYLLA,MUNICIPALIDAD DISTRITAL DE HUANCARAYLLA,2023,.80107361,.76071823,.5714286,384680,308157,344630,342522,4,505680,7
MUNICIPALIDAD DISTRITAL DE HUANCARAYLLA,MUNICIPALIDAD DISTRITAL DE HUANCARAYLLA,2024,.73978812,.61576205,.52941179,2684033,1985615.64,2673640.6,2023558.64,9,4358880,17
MUNICIPALIDAD DISTRITAL DE HUANCARQUI,MUNICIPALIDAD DISTRITAL DE HUANCARQUI,2022,.94357282,1,1,1463573,1380987.73,1409993.24,1388864.23,14,1463573,14
MUNICIPALIDAD DISTRITAL DE HUANCARQUI,MUNICIPALIDAD DISTRITAL DE HUANCARQUI,2023,.7841686,.8724758,.71428573,813520,637936.86,647836.86,637936.86,10,932427,14
MUNICIPALIDAD DISTRITAL DE HUANCARQUI,MUNICIPALIDAD DISTRITAL DE HUANCARQUI,2024,.66140217,.2747077,.9375,1220942,807533.6699999999,926260.99,861748.3100000001,15,4444513,16
MUNICIPALIDAD DISTRITAL DE HUANCAS,MUNICIPALIDAD DISTRITAL DE HUANCAS,2022,.99522132,.94417334,.91666669,469375,467132,469371.07,467132,11,497128,12
MUNICIPALIDAD DISTRITAL DE HUANCAS,MUNICIPALIDAD DISTRITAL DE HUANCAS,2023,.65196323,.55029386,.60000002,309827,201995.82,256989.42,256989.42,6,563021,10
MUNICIPALIDAD DISTRITAL DE HUANCAS,MUNICIPALIDAD DISTRITAL DE HUANCAS,2024,.21470848,.13792121,.83333331,501860,107753.6,501619.6,113773.6,10,3638744,12
MUNICIPALIDAD DISTRITAL DE HUANCASPATA,MUNICIPALIDAD DISTRITAL DE HUANCASPATA,2022,.40759602,.77021521,.92592591,8764941,3572555.09,7458499.390000001,3711355.09,25,11379860,27
MUNICIPALIDAD DISTRITAL DE HUANCASPATA,MUNICIPALIDAD DISTRITAL DE HUANCASPATA,2023,.86516672,1,1,7069574,6116360.249999999,6597304.05,6284839.43,18,7069574,18
MUNICIPALIDAD DISTRITAL DE HUANCASPATA,MUNICIPALIDAD DISTRITAL DE HUANCASPATA,2024,.96413946,.63808751,.95999998,4478271,4317677.91,4426164.38,4350498.11,24,7018271,25
MUNICIPALIDAD DISTRITAL DE HUANCAYA,MUNICIPALIDAD DISTRITAL DE HUANCAYA,2022,.79914796,.91841507,.82352942,1500119,1198817.06,1425398.89,1249861.78,14,1633378,17
MUNICIPALIDAD DISTRITAL DE HUANCAYA,MUNICIPALIDAD DISTRITAL DE HUANCAYA,2023,.88600791,.91250515,.85714287,536230,475104.01,530136.25,521663.01,12,587646,14
MUNICIPALIDAD DISTRITAL DE HUANCAYA,MUNICIPALIDAD DISTRITAL DE HUANCAYA,2024,.69379544,.83072102,.69230771,426655,296011.3,425765.0800000001,332511.9,9,513596,13
MUNICIPALIDAD DISTRITAL DE HUANCHACO,MUNICIPALIDAD DISTRITAL DE HUANCHACO,2022,.63774562,.20981078,.62295079,10902775,6953196.79,10221404.72,9243161.01,38,51964800,61
MUNICIPALIDAD DISTRITAL DE HUANCHACO,MUNICIPALIDAD DISTRITAL DE HUANCHACO,2023,.62782127,.20062149,.73333335,5594871,3512579.09,4973502.25,4335969.81,33,27887696,45
MUNICIPALIDAD DISTRITAL DE HUANCHACO,MUNICIPALIDAD DISTRITAL DE HUANCHACO,2024,.52162713,.1448331,.64516127,8668163,4521549.04,7267680.59,4964638.920000001,40,59849321,62
MUNICIPALIDAD DISTRITAL DE HUANCHAY,MUNICIPALIDAD DISTRITAL DE HUANCHAY,2022,.80524188,.97057903,.9375,2909527,2342873.03,2789517.91,2342873.03,30,2997723,32
MUNICIPALIDAD DISTRITAL DE HUANCHAY,MUNICIPALIDAD DISTRITAL DE HUANCHAY,2023,.36374342,1,1,1917248,697386.33,697386.3300000001,697386.3300000001,16,1917248,16
MUNICIPALIDAD DISTRITAL DE HUANCHAY,MUNICIPALIDAD DISTRITAL DE HUANCHAY,2024,.97211373,.89563286,.95652175,1766102,1716852.05,1751419.16,1717175.51,22,1971904,23
MUNICIPALIDAD DISTRITAL DE HUANDO,MUNICIPALIDAD DISTRITAL DE HUANDO,2022,.94218242,.88152164,.875,4163484,3922761.430000001,4039328.830000001,3963361.63,28,4723065,32
MUNICIPALIDAD DISTRITAL DE HUANDO,MUNICIPALIDAD DISTRITAL DE HUANDO,2023,.73074549,.37091619,.83333331,1939954,1417612.67,1831457.04,1785506.67,20,5230168,24
MUNICIPALIDAD DISTRITAL DE HUANDO,MUNICIPALIDAD DISTRITAL DE HUANDO,2024,.22626691,.9006058,.78048778,7103432,1607271.55,6318066.4,2205554.88,32,7887393,41
MUNICIPALIDAD DISTRITAL DE HUANDOVAL,MUNICIPALIDAD DISTRITAL DE HUANDOVAL,2022,.14509955,.036833957,.66666669,684973,99389.27,118293.5,100389.27,6,18596237,9
MUNICIPALIDAD DISTRITAL DE HUANDOVAL,MUNICIPALIDAD DISTRITAL DE HUANDOVAL,2023,.76223963,.10506335,.75,838575,639195.08,641754.48,639315.6799999999,9,7981613,12
MUNICIPALIDAD DISTRITAL DE HUANDOVAL,MUNICIPALIDAD DISTRITAL DE HUANDOVAL,2024,.25539625,.04338463,.45454547,303262,77451.98000000001,77451.98000000001,77451.98000000001,5,6990079,11
MUNICIPALIDAD DISTRITAL DE HUANGASCAR,MUNICIPALIDAD DISTRITAL DE HUANGASCAR,2022,.81198156,.8855511,.8125,787146,639148.03,639567.22,639148.63,13,888877,16
MUNICIPALIDAD DISTRITAL DE HUANGASCAR,MUNICIPALIDAD DISTRITAL DE HUANGASCAR,2023,.54775971,.72724652,.60000002,658233,360553.5,361753.5,361753.5,6,905103,10
MUNICIPALIDAD DISTRITAL DE HUANGASCAR,MUNICIPALIDAD DISTRITAL DE HUANGASCAR,2024,.54598653,.51426393,.5,280748,153284.63,153285.31,153284.63,3,545922,6
MUNICIPALIDAD DISTRITAL DE HUANIPACA,MUNICIPALIDAD DISTRITAL DE HUANIPACA,2022,.89073664,.95299304,.88461536,3524455,3139361.18,3239931.51,3148111.18,23,3698301,26
MUNICIPALIDAD DISTRITAL DE HUANIPACA,MUNICIPALIDAD DISTRITAL DE HUANIPACA,2023,.75925058,.8372764,.66666669,2013345,1528633.41,1806705.05,1669765.21,8,2404636,12
MUNICIPALIDAD DISTRITAL DE HUANIPACA,MUNICIPALIDAD DISTRITAL DE HUANIPACA,2024,.55805105,.87232929,.80952382,1557988,869436.8,977905.97,921537.02,17,1786009,21
MUNICIPALIDAD DISTRITAL DE HUANOQUITE,MUNICIPALIDAD DISTRITAL DE HUANOQUITE,2022,.96003836,.92415112,.94736844,10515462,10095246.68,10314205.88,10241279.63,36,11378509,38
MUNICIPALIDAD DISTRITAL DE HUANOQUITE,MUNICIPALIDAD DISTRITAL DE HUANOQUITE,2023,.90738088,.96796584,.96428573,10308111,9353382.579999998,9594099.369999999,9423084.789999999,27,10649251,28
MUNICIPALIDAD DISTRITAL DE HUANOQUITE,MUNICIPALIDAD DISTRITAL DE HUANOQUITE,2024,.98069727,.81246346,.875,7268592,7128288.46,7188680.46,7188680.46,28,8946362,32
MUNICIPALIDAD DISTRITAL DE HUANTAN,MUNICIPALIDAD DISTRITAL DE HUANTAN,2022,.98021656,.99667519,.89473683,2874779,2817905.98,2872769.68,2872535.09,17,2884369,19
MUNICIPALIDAD DISTRITAL DE HUANTAN,MUNICIPALIDAD DISTRITAL DE HUANTAN,2023,.61965394,.78730816,.77777779,1054345,653329.0499999999,710779.25,678329.05,7,1339177,9
MUNICIPALIDAD DISTRITAL DE HUANTAN,MUNICIPALIDAD DISTRITAL DE HUANTAN,2024,.23195566,.42473012,.7647059,697564,161803.92,161803.92,161803.92,13,1642370,17
MUNICIPALIDAD DISTRITAL DE HUANTAR,MUNICIPALIDAD DISTRITAL DE HUANTAR,2022,.63809901,1,1,41960131,26774718.49,38815327.83,32272848.68,60,41960131,60
MUNICIPALIDAD DISTRITAL DE HUANTAR,MUNICIPALIDAD DISTRITAL DE HUANTAR,2023,.50116694,1,1,31134066,15603365.5,25576170.57,15650150.39,63,31134066,63
MUNICIPALIDAD DISTRITAL DE HUANTAR,MUNICIPALIDAD DISTRITAL DE HUANTAR,2024,.79131579,.99987346,.98863637,33393850,26425080.96,33012621.75,30244278.66,87,33398077,88
MUNICIPALIDAD DISTRITAL DE HUANUARA,MUNICIPALIDAD DISTRITAL DE HUANUARA,2022,.73132426,.12882997,.58333331,1582453,1157286.29,1394210.03,1290239.73,7,12283267,12
MUNICIPALIDAD DISTRITAL DE HUANUARA,MUNICIPALIDAD DISTRITAL DE HUANUARA,2023,.56012362,.054194611,.60000002,694816,389182.84,390359.6899999999,390283.1899999999,6,12820758,10
MUNICIPALIDAD DISTRITAL DE HUANUARA,MUNICIPALIDAD DISTRITAL DE HUANUARA,2024,.79618406,.12082886,.5714286,776838,618506.05,657594.46,647519.36,8,6429242,14
MUNICIPALIDAD DISTRITAL DE HUANUHUANU,MUNICIPALIDAD DISTRITAL DE HUANUHUANU,2022,.7224409,.78100884,.9512195,8649154,6248502.68,7420706.700000001,6532625.03,39,11074336,41
MUNICIPALIDAD DISTRITAL DE HUANUHUANU,MUNICIPALIDAD DISTRITAL DE HUANUHUANU,2023,.52699107,1,1,3006574,1584437.67,1592898.27,1584712.67,21,3006574,21
MUNICIPALIDAD DISTRITAL DE HUANUHUANU,MUNICIPALIDAD DISTRITAL DE HUANUHUANU,2024,.89036387,.72644228,.89999998,9572345,8522870.010000002,8800834.540000001,8522870.010000002,27,13177021,30
MUNICIPALIDAD DISTRITAL DE HUANZA,MUNICIPALIDAD DISTRITAL DE HUANZA,2022,.57064801,.8952803,.9285714,2041248,1164834.07,1402188.55,1164834.07,13,2280010,14
MUNICIPALIDAD DISTRITAL DE HUANZA,MUNICIPALIDAD DISTRITAL DE HUANZA,2023,.37845105,.78887588,.86666667,1976194,747892.6799999999,1714135.24,1187006.75,13,2505076,15
MUNICIPALIDAD DISTRITAL DE HUANZA,MUNICIPALIDAD DISTRITAL DE HUANZA,2024,.89377493,.99581611,.94117647,2380123,2127294.26,2374469.810000001,2355854.73,16,2390123,17
MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,2022,.59054887,.62022173,.85000002,3733303,2204697.99,2204962.99,2204697.99,17,6019304,20
MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,2023,.95948803,1,1,2288565,2195850.8,2254064.22,2232760.83,14,2288565,14
MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,2024,.95471114,.85541511,.85000002,2049365,1956551.63,2015192.33,2028356.33,17,2395755,20
MUNICIPALIDAD DISTRITAL DE HUARANCHAL,MUNICIPALIDAD DISTRITAL DE HUARANCHAL,2022,.79107416,.16746256,.81818181,1906351,1508064.98,1705023.16,1569618.97,27,11383745,33
MUNICIPALIDAD DISTRITAL DE HUARANCHAL,MUNICIPALIDAD DISTRITAL DE HUARANCHAL,2023,.66247392,.02464387,.64705884,1108460,734325.84,861026.3,800976.42,11,44979137,17
MUNICIPALIDAD DISTRITAL DE HUARANCHAL,MUNICIPALIDAD DISTRITAL DE HUARANCHAL,2024,.84028369,.12053926,.78571427,967951,813353.4199999999,889067.98,883567.98,22,8030172,28
MUNICIPALIDAD DISTRITAL DE HUARANGO,MUNICIPALIDAD DISTRITAL DE HUARANGO,2022,.95651954,.096246086,.58928573,4354384,4165053.33,4353672.5,4295371.94,33,45242193,56
MUNICIPALIDAD DISTRITAL DE HUARANGO,MUNICIPALIDAD DISTRITAL DE HUARANGO,2023,.39883032,.042574018,.625,2117428,844494.49,1788477.34,1678535.8,15,49735214,24
MUNICIPALIDAD DISTRITAL DE HUARANGO,MUNICIPALIDAD DISTRITAL DE HUARANGO,2024,.72445273,.056998059,.37777779,2160700,1565325,1865737.29,1860297.29,17,37908309,45
MUNICIPALIDAD DISTRITAL DE HUARIACA,MUNICIPALIDAD DISTRITAL DE HUARIACA,2022,.79797661,1,1,5623682,4487566.649999999,5482519.66,4487566.649999999,33,5623682,33
MUNICIPALIDAD DISTRITAL DE HUARIACA,MUNICIPALIDAD DISTRITAL DE HUARIACA,2023,.51033854,.87404251,.69565219,1718170,876848.3500000001,1426494.7,1183303.89,16,1965774,23
MUNICIPALIDAD DISTRITAL DE HUARIACA,MUNICIPALIDAD DISTRITAL DE HUARIACA,2024,.25299069,.54877836,.78947371,3198835,809275.4799999999,1240268.42,1034222.75,15,5829011,19
MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,2022,.85628533,.9232617,.73333335,1829925,1566937.99,1709013.25,1660524.3,11,1982022,15
MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,2023,.85401088,.80942631,.65384614,1293872,1104980.75,1116992.75,1116980.75,17,1598505,26
MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,2024,.92209518,.11348861,.75,695042,640894.86,663601.39,640895.6899999999,9,6124333,12
MUNICIPALIDAD DISTRITAL DE HUARICOLCA,MUNICIPALIDAD DISTRITAL DE HUARICOLCA,2022,.85607427,.75433421,.86956519,992347,849522.72,863285.59,862589.3899999999,20,1315527,23
MUNICIPALIDAD DISTRITAL DE HUARICOLCA,MUNICIPALIDAD DISTRITAL DE HUARICOLCA,2023,.99498576,.081217997,.61538464,512327,509758.06,511358.26,509758.06,8,6308048,13
MUNICIPALIDAD DISTRITAL DE HUARICOLCA,MUNICIPALIDAD DISTRITAL DE HUARICOLCA,2024,.63904238,.12604372,.77777779,419068,267802.2,360760.33,360760.33,14,3324783,18
MUNICIPALIDAD DISTRITAL DE HUARIPAMPA,MUNICIPALIDAD DISTRITAL DE HUARIPAMPA,2022,.99456626,.88090044,.5714286,762762,758617.3300000001,760517.9300000001,760517.3300000001,4,865889,7
MUNICIPALIDAD DISTRITAL DE HUARIPAMPA,MUNICIPALIDAD DISTRITAL DE HUARIPAMPA,2023,.99999005,.39874062,.80000001,228092,228089.73,228091.08,228089.73,8,572031,10
MUNICIPALIDAD DISTRITAL DE HUARIPAMPA,MUNICIPALIDAD DISTRITAL DE HUARIPAMPA,2024,.70140815,.78712952,.80000001,361320,253432.8,270827.66,253432.81,4,459035,5
