id_eje,ejecutora_nombre,year,ind_eje,propim,proinv,pim,devengado,certificado,compromiso_anual,inverre,pim_total,invtot
MUNICIPALIDAD DISTRITAL DE NUEVO OCCORO,MUNICIPALIDAD DISTRITAL DE NUEVO OCCORO,2023,.58841765,.84362864,.85714287,1768675,1040719.54,1736992.77,1218874.29,24,2096509,28
MUNICIPALIDAD DISTRITAL DE NUEVO OCCORO,MUNICIPALIDAD DISTRITAL DE NUEVO OCCORO,2024,.86619514,.47092217,.92307693,1690061,1463922.59,1473690.86,1465690.86,24,3588833,26
MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO,MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO,2022,.88930875,.83417058,.75,1600156,1423032.7,1561938.76,1533710.76,12,1918260,16
MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO,MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO,2023,.64049959,.76252979,.61904764,1228328,786743.55,945519.42,861739.42,13,1610859,21
MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO,MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO,2024,.63470775,.50442648,.8214286,2109633,1339000.39,1646462.4,1646462.4,23,4182241,28
MUNICIPALIDAD DISTRITAL DE NUÑOA,MUNICIPALIDAD DISTRITAL DE NUÑOA,2022,.7948457,.89747632,.8611111,7145823,5679826.59,6997285.99,5887329.779999999,31,7962130,36
MUNICIPALIDAD DISTRITAL DE NUÑOA,MUNICIPALIDAD DISTRITAL DE NUÑOA,2023,.96634358,.96561211,.77419353,5017197,4848335.97,4943896.77,4897479.17,24,5195872,31
MUNICIPALIDAD DISTRITAL DE NUÑOA,MUNICIPALIDAD DISTRITAL DE NUÑOA,2024,.91173261,.93674737,.83333331,4851988,4423715.600000001,4584468.71,4538335.86,35,5179612,42
MUNICIPALIDAD DISTRITAL DE OBAS,MUNICIPALIDAD DISTRITAL DE OBAS,2022,.8376565,1,1,1272795,1066165.03,1266599.13,1150549.93,24,1272795,24
MUNICIPALIDAD DISTRITAL DE OBAS,MUNICIPALIDAD DISTRITAL DE OBAS,2023,.48227134,.15800899,.76923078,646183,311635.55,606604.21,423459.92,10,4089533,13
MUNICIPALIDAD DISTRITAL DE OBAS,MUNICIPALIDAD DISTRITAL DE OBAS,2024,.70488709,.75897652,.6875,1022160,720507.39,891079.29,739879.29,11,1346761,16
MUNICIPALIDAD DISTRITAL DE OCALLI,MUNICIPALIDAD DISTRITAL DE OCALLI,2022,.62237662,.61183959,.81818181,673915,419428.95,578387.11,419428.95,18,1101457,22
MUNICIPALIDAD DISTRITAL DE OCALLI,MUNICIPALIDAD DISTRITAL DE OCALLI,2023,.93688476,.38364777,.875,554254,519272.14,519272.14,519272.14,14,1444695,16
MUNICIPALIDAD DISTRITAL DE OCALLI,MUNICIPALIDAD DISTRITAL DE OCALLI,2024,.79218668,.17298535,.6111111,394892,312828.18,344434.18,320428.18,11,2282806,18
MUNICIPALIDAD DISTRITAL DE OCAÑA,MUNICIPALIDAD DISTRITAL DE OCAÑA,2022,.4192273,.5465458,.55882353,3246891,1361185.34,2707010.08,1366946.75,19,5940748,34
MUNICIPALIDAD DISTRITAL DE OCAÑA,MUNICIPALIDAD DISTRITAL DE OCAÑA,2023,.14088702,.86656851,.8125,7167909,1009865.32,6445401.45,1066171.5,13,8271601,16
MUNICIPALIDAD DISTRITAL DE OCAÑA,MUNICIPALIDAD DISTRITAL DE OCAÑA,2024,.18516858,.91594833,.60869563,6589945,1220250.74,5813217.649999999,5813217.649999999,14,7194669,23
MUNICIPALIDAD DISTRITAL DE OCOBAMBA,MUNICIPALIDAD DISTRITAL DE OCOBAMBA,2022,.6139788,.56375504,.91000003,39012987,23953146.70999999,36843752.09,25999169.25,91,69202020,100
MUNICIPALIDAD DISTRITAL DE OCOBAMBA,MUNICIPALIDAD DISTRITAL DE OCOBAMBA,2023,.8405472,.7423954,.93814433,47108056,39596544.48,45924994.81,44086903.35000001,91,63454134,97
MUNICIPALIDAD DISTRITAL DE OCOBAMBA,MUNICIPALIDAD DISTRITAL DE OCOBAMBA,2024,.81155384,.65577388,.70338982,33838150,27461480.76,33489820.14,32646980.36,83,51600334,118
MUNICIPALIDAD DISTRITAL DE OCONGATE,MUNICIPALIDAD DISTRITAL DE OCONGATE,2022,.93045628,.99950653,.98666668,45373116,42217699.47999999,44571207.88999999,43341839.70999999,74,45395516,75
MUNICIPALIDAD DISTRITAL DE OCONGATE,MUNICIPALIDAD DISTRITAL DE OCONGATE,2023,.89352727,.99585468,.95238096,31765194,28383067.49,28435709.03,28402939.03,60,31897420,63
MUNICIPALIDAD DISTRITAL DE OCONGATE,MUNICIPALIDAD DISTRITAL DE OCONGATE,2024,.98615026,.79435331,.86153847,26019302,25658941.53,25930474.39,25658941.53,56,32755327,65
MUNICIPALIDAD DISTRITAL DE OCORURO,MUNICIPALIDAD DISTRITAL DE OCORURO,2022,.87687862,.80603665,.89999998,8143185,7140584.88,7768122.749999999,7181986.6,36,10102748,40
MUNICIPALIDAD DISTRITAL DE OCORURO,MUNICIPALIDAD DISTRITAL DE OCORURO,2023,.90848416,.2555387,.76190478,6418188,5830822.27,5830822.27,5830822.27,32,25116305,42
MUNICIPALIDAD DISTRITAL DE OCORURO,MUNICIPALIDAD DISTRITAL DE OCORURO,2024,.96369022,.27165186,.78125,5844392,5632183.34,5772636.09,5632183.34,25,21514271,32
MUNICIPALIDAD DISTRITAL DE OCOYO,MUNICIPALIDAD DISTRITAL DE OCOYO,2022,.8718257,.20863432,.64999998,864831,753981.8699999999,758974.45,754985.3999999999,13,4145200,20
MUNICIPALIDAD DISTRITAL DE OCOYO,MUNICIPALIDAD DISTRITAL DE OCOYO,2023,.93660092,.51884431,.79166669,712656,667474.2499999999,685784.11,684912.35,19,1373545,24
MUNICIPALIDAD DISTRITAL DE OCOYO,MUNICIPALIDAD DISTRITAL DE OCOYO,2024,.65095472,.30482569,.67741936,728752,474384.56,726611.1200000001,562374.3200000001,21,2390717,31
MUNICIPALIDAD DISTRITAL DE OCOÑA,MUNICIPALIDAD DISTRITAL DE OCOÑA,2022,.77874684,.1286047,.73333335,4478211,3487392.63,4410980.29,3487392.63,22,34821522,30
MUNICIPALIDAD DISTRITAL DE OCOÑA,MUNICIPALIDAD DISTRITAL DE OCOÑA,2023,.80889934,.13916384,.85185188,3452975,2793109.31,3326427.85,2808109.31,23,24812302,27
MUNICIPALIDAD DISTRITAL DE OCOÑA,MUNICIPALIDAD DISTRITAL DE OCOÑA,2024,.80715144,.18928432,.8918919,2583248,2085072.37,2492104.84,2087031.47,33,13647448,37
MUNICIPALIDAD DISTRITAL DE OCROS,MUNICIPALIDAD DISTRITAL DE OCROS,2022,.67746967,.34373993,.54285717,6085410,4122680.89,4122681.78,4122681.78,19,17703530,35
MUNICIPALIDAD DISTRITAL DE OCROS,MUNICIPALIDAD DISTRITAL DE OCROS,2023,.62427533,.17180477,.625,3873773,2418301,3263685.41,2450703.41,10,22547528,16
MUNICIPALIDAD DISTRITAL DE OCROS,MUNICIPALIDAD DISTRITAL DE OCROS,2024,.36355498,.50660396,.55172414,9618229,3496755.07,9405476.83,8817421.82,16,18985696,29
MUNICIPALIDAD DISTRITAL DE OCUCAJE,MUNICIPALIDAD DISTRITAL DE OCUCAJE,2022,.44572687,.88070238,.83783782,9299820,4145179.7,8714056.77,4188111.64,31,10559549,37
MUNICIPALIDAD DISTRITAL DE OCUCAJE,MUNICIPALIDAD DISTRITAL DE OCUCAJE,2023,.68356186,.80501842,.79487181,6517414,4455055.59,5658254.930000001,4538079.040000001,31,8095981,39
MUNICIPALIDAD DISTRITAL DE OCUCAJE,MUNICIPALIDAD DISTRITAL DE OCUCAJE,2024,.91878164,.93369067,.8918919,7320793,6726210.38,7176382.74,6959028.01,33,7840705,37
MUNICIPALIDAD DISTRITAL DE OCUMAL,MUNICIPALIDAD DISTRITAL DE OCUMAL,2022,.46220371,.98872095,.9285714,1910898,883224.13,901091.89,900724.13,13,1932697,14
MUNICIPALIDAD DISTRITAL DE OCUMAL,MUNICIPALIDAD DISTRITAL DE OCUMAL,2023,.99331123,.85247475,.8125,526433,522911.8,525574.3200000001,522911.8,13,617535,16
MUNICIPALIDAD DISTRITAL DE OCUMAL,MUNICIPALIDAD DISTRITAL DE OCUMAL,2024,.8993212,.17261864,.78571427,446479,401528.02,445947.35,409228.02,11,2586505,14
MUNICIPALIDAD DISTRITAL DE OCUVIRI,MUNICIPALIDAD DISTRITAL DE OCUVIRI,2022,.66334409,.67833799,.71052629,3491055,2315770.64,2923923.27,2906706.39,27,5146483,38
MUNICIPALIDAD DISTRITAL DE OCUVIRI,MUNICIPALIDAD DISTRITAL DE OCUVIRI,2023,.46006405,.74384302,.77272725,3950284,1817383.71,2168575.39,1838586.21,17,5310642,22
MUNICIPALIDAD DISTRITAL DE OCUVIRI,MUNICIPALIDAD DISTRITAL DE OCUVIRI,2024,.92576402,.64086217,.62962961,1934836,1791201.58,1887355.57,1853483.27,17,3019114,27
MUNICIPALIDAD DISTRITAL DE OLLACHEA,MUNICIPALIDAD DISTRITAL DE OLLACHEA,2022,.69566542,.7105962,.87179488,9993153,6951891.17,8189456.57,7863540.45,34,14063054,39
MUNICIPALIDAD DISTRITAL DE OLLACHEA,MUNICIPALIDAD DISTRITAL DE OLLACHEA,2023,.99371606,.75265932,.93333334,7732234,7683645.23,7685449.52,7685320.82,28,10273219,30
MUNICIPALIDAD DISTRITAL DE OLLACHEA,MUNICIPALIDAD DISTRITAL DE OLLACHEA,2024,.38974419,.95848638,.85714287,5954935,2320901.4,5654572.79,2426252.4,18,6212853,21
MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO,MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO,2022,.82238096,.61396325,.8888889,25743566,21171017.91,25393308.93,24305109.93,56,41930140,63
MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO,MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO,2023,.86850625,.86094069,.91935486,22405136,19459000.85,20888582.96,20196449.95,57,26024018,62
MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO,MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO,2024,.96053481,.74455172,.90909094,17986053,17276230.26,17900308.58,17417040.43,50,24156889,55
MUNICIPALIDAD DISTRITAL DE OLLARAYA,MUNICIPALIDAD DISTRITAL DE OLLARAYA,2022,.67969853,.93647975,.89999998,910189,618654.1,621844.67,618654.1,9,971926,10
MUNICIPALIDAD DISTRITAL DE OLLARAYA,MUNICIPALIDAD DISTRITAL DE OLLARAYA,2023,.81086171,.57329452,.625,1128771,915277.1899999999,975861.1799999999,970838.1899999999,10,1968920,16
MUNICIPALIDAD DISTRITAL DE OLLARAYA,MUNICIPALIDAD DISTRITAL DE OLLARAYA,2024,.9662115,.75001377,.54545456,313265,302680.24,308060.24,308060.24,6,417679,11
MUNICIPALIDAD DISTRITAL DE OLLEROS,MUNICIPALIDAD DISTRITAL DE OLLEROS,2022,.71103227,.44309092,.85000002,4327621,3077078.19,4059694.74,3082781.2,34,9766892,40
MUNICIPALIDAD DISTRITAL DE OLLEROS,MUNICIPALIDAD DISTRITAL DE OLLEROS,2023,.69111049,.51641476,.79166669,3598736,2487124.19,2809331.26,2487124.2,38,6968693,48
MUNICIPALIDAD DISTRITAL DE OLLEROS,MUNICIPALIDAD DISTRITAL DE OLLEROS,2024,.61222196,.25427398,.77777779,2312214,1415588.12,2064720.8,1479071.12,42,9093396,54
MUNICIPALIDAD DISTRITAL DE OLMOS,MUNICIPALIDAD DISTRITAL DE OLMOS,2022,.80976307,.56496185,.85148513,30566403,24751544.96,30052639.01999999,27577163.44999999,86,54103480,101
MUNICIPALIDAD DISTRITAL DE OLMOS,MUNICIPALIDAD DISTRITAL DE OLMOS,2023,.28048879,.81855607,.87837839,16487453,4624545.639999999,8197189.310000001,6028494.73,65,20142118,74
MUNICIPALIDAD DISTRITAL DE OLMOS,MUNICIPALIDAD DISTRITAL DE OLMOS,2024,.30941999,.68741316,.79000002,25481729,7884556.600000001,19352746.76000001,10389563.29,79,37069017,100
MUNICIPALIDAD DISTRITAL DE OMACHA,MUNICIPALIDAD DISTRITAL DE OMACHA,2022,.76012629,.59303635,.84782606,18291449,13903811.21,14704389.62,14124004.69,39,30843723,46
MUNICIPALIDAD DISTRITAL DE OMACHA,MUNICIPALIDAD DISTRITAL DE OMACHA,2023,.67338574,.80904627,.94736844,21138232,14234184.53,15074315.13,14254869.45,36,26127346,38
MUNICIPALIDAD DISTRITAL DE OMACHA,MUNICIPALIDAD DISTRITAL DE OMACHA,2024,.86424285,.86615902,.86206895,11331406,9793086.349999998,11034518.49,10141918.71,25,13082362,29
MUNICIPALIDAD DISTRITAL DE OMAS,MUNICIPALIDAD DISTRITAL DE OMAS,2022,.91465718,.97509468,.875,618602,565808.76,573768.11,565808.76,7,634402,8
MUNICIPALIDAD DISTRITAL DE OMAS,MUNICIPALIDAD DISTRITAL DE OMAS,2023,.66864401,.09093307,.69999999,336819,225212,228012.04,225812,7,3704032,10
MUNICIPALIDAD DISTRITAL DE OMAS,MUNICIPALIDAD DISTRITAL DE OMAS,2024,.55533594,.15561022,.80000001,234337,130135.76,196330.91,130135.76,8,1505923,10
MUNICIPALIDAD DISTRITAL DE OMIA,MUNICIPALIDAD DISTRITAL DE OMIA,2022,.29754603,.78879386,.8888889,3732182,1110495.89,3640357.14,2714454.29,8,4731505,9
MUNICIPALIDAD DISTRITAL DE OMIA,MUNICIPALIDAD DISTRITAL DE OMIA,2023,.9429521,.32996285,.69999999,1107129,1043969.61,1106086.61,1099901.61,14,3355314,20
MUNICIPALIDAD DISTRITAL DE OMIA,MUNICIPALIDAD DISTRITAL DE OMIA,2024,.20464966,.91403222,.75999999,6083082,1244900.63,6058040.59,5543591.039999999,19,6655216,25
MUNICIPALIDAD DISTRITAL DE ONDORES,MUNICIPALIDAD DISTRITAL DE ONDORES,2022,.85186464,1,1,517107,440505.17,446005.17,440505.17,9,517107,9
MUNICIPALIDAD DISTRITAL DE ONDORES,MUNICIPALIDAD DISTRITAL DE ONDORES,2023,.67769897,.81548226,.66666669,471162,319306,437908,437908,4,577771,6
MUNICIPALIDAD DISTRITAL DE ONDORES,MUNICIPALIDAD DISTRITAL DE ONDORES,2024,.17536871,.82820785,.75,320909,56277.4,63202.9,58777.4,6,387474,8
MUNICIPALIDAD DISTRITAL DE ONGON,MUNICIPALIDAD DISTRITAL DE ONGON,2022,.79540157,.96950012,.94339621,8256702,6567393.78,8024821.18,7198655.78,50,8516453,53
MUNICIPALIDAD DISTRITAL DE ONGON,MUNICIPALIDAD DISTRITAL DE ONGON,2023,.89768934,.93046719,.92307693,2472282,2219341.21,2472278.42,2224272.42,12,2657033,13
MUNICIPALIDAD DISTRITAL DE ONGON,MUNICIPALIDAD DISTRITAL DE ONGON,2024,.99999851,1,1,4481235,4481228.29,4481229.97,4481229.97,14,4481235,14
MUNICIPALIDAD DISTRITAL DE ONGOY,MUNICIPALIDAD DISTRITAL DE ONGOY,2022,.8102631,.9498235,.8888889,1157131,937580.58,954113.78,945133.78,8,1218259,9
MUNICIPALIDAD DISTRITAL DE ONGOY,MUNICIPALIDAD DISTRITAL DE ONGOY,2023,.82989168,1,1,756829,628086.0800000001,737322.02,653049.4099999999,7,756829,7
MUNICIPALIDAD DISTRITAL DE ONGOY,MUNICIPALIDAD DISTRITAL DE ONGOY,2024,.082654372,.81576967,.80000001,7412101,612642.5699999999,7305636.89,971467.3,16,9086022,20
MUNICIPALIDAD DISTRITAL DE ORCOPAMPA,MUNICIPALIDAD DISTRITAL DE ORCOPAMPA,2022,.58875614,.65945762,.91071427,8134820,4789425.22,7926672.24,6173436.149999999,51,12335622,56
MUNICIPALIDAD DISTRITAL DE ORCOPAMPA,MUNICIPALIDAD DISTRITAL DE ORCOPAMPA,2023,.79141122,.561728,.82608694,6605883,5227970.07,5786587.239999999,5509500.94,38,11759932,46
MUNICIPALIDAD DISTRITAL DE ORCOPAMPA,MUNICIPALIDAD DISTRITAL DE ORCOPAMPA,2024,.56065124,.60348713,.87096775,6024003,3377364.93,5670090.350000001,3398798.73,27,9981991,31
MUNICIPALIDAD DISTRITAL DE ORCOTUNA,MUNICIPALIDAD DISTRITAL DE ORCOTUNA,2022,.7385115,1,1,1575483,1163512.31,1449425.32,1413081.88,25,1575483,25
MUNICIPALIDAD DISTRITAL DE ORCOTUNA,MUNICIPALIDAD DISTRITAL DE ORCOTUNA,2023,.7003144,.93878108,.92000002,2654364,1858889.37,2166378.64,2145038.64,23,2827458,25
MUNICIPALIDAD DISTRITAL DE ORCOTUNA,MUNICIPALIDAD DISTRITAL DE ORCOTUNA,2024,.89466584,.34381017,.78571427,656149,587034.11,651734.0700000001,651734.0700000001,11,1908463,14
MUNICIPALIDAD DISTRITAL DE ORONCCOY,MUNICIPALIDAD DISTRITAL DE ORONCCOY,2022,.42150453,.12768452,.5714286,2051639,864775.1,1838843.29,882275.1,16,16068033,28
MUNICIPALIDAD DISTRITAL DE ORONCCOY,MUNICIPALIDAD DISTRITAL DE ORONCCOY,2023,.62887448,.33021891,.68181819,2961212,1862230.73,2773915.99,2708915.72,15,8967421,22
MUNICIPALIDAD DISTRITAL DE ORONCCOY,MUNICIPALIDAD DISTRITAL DE ORONCCOY,2024,.51530749,.74237525,.80000001,7572495,3902163.28,4130971.37,4041827.28,16,10200360,20
MUNICIPALIDAD DISTRITAL DE OROPESA,MUNICIPALIDAD DISTRITAL DE OROPESA,2022,.94165945,.90578228,.98823529,19263324,18139490.81,18758506.89,18333235.67,84,21267058,85
MUNICIPALIDAD DISTRITAL DE OROPESA,MUNICIPALIDAD DISTRITAL DE OROPESA,2023,.84154314,.96225476,.9375,12812834,10782552.41,10906850.91,10864370.87,60,13315428,64
MUNICIPALIDAD DISTRITAL DE OROPESA,MUNICIPALIDAD DISTRITAL DE OROPESA,2024,.69661695,.82054359,.91428572,11611708,8088912.489999999,10724384.85,8977826.619999999,64,14151239,70
MUNICIPALIDAD DISTRITAL DE ORURILLO,MUNICIPALIDAD DISTRITAL DE ORURILLO,2022,.86142892,.56098628,.71428573,4177630,3598731.23,4068090.01,3736671.32,20,7446938,28
MUNICIPALIDAD DISTRITAL DE ORURILLO,MUNICIPALIDAD DISTRITAL DE ORURILLO,2023,.87671965,.15528378,.66666669,3130700,2744746.21,3018726.350000001,2951760.89,22,20161153,33
MUNICIPALIDAD DISTRITAL DE ORURILLO,MUNICIPALIDAD DISTRITAL DE ORURILLO,2024,.47300684,.32762417,.75757575,3392576,1604711.65,3351997.75,3349334.04,25,10355085,33
MUNICIPALIDAD DISTRITAL DE OTOCA,MUNICIPALIDAD DISTRITAL DE OTOCA,2022,.66424096,.57480174,.65853661,3705951,2461644.42,2595422.909999999,2545487.649999999,27,6447355,41
MUNICIPALIDAD DISTRITAL DE OTOCA,MUNICIPALIDAD DISTRITAL DE OTOCA,2023,.45380899,.8879993,.5925926,1355451,615115.84,693721.97,616615.85,16,1526410,27
MUNICIPALIDAD DISTRITAL DE OTOCA,MUNICIPALIDAD DISTRITAL DE OTOCA,2024,.52887309,.79974282,.65384614,959741,507581.18,721313.28,559230.77,17,1200062,26
MUNICIPALIDAD DISTRITAL DE OXAMARCA,MUNICIPALIDAD DISTRITAL DE OXAMARCA,2022,.95192444,.13745594,.54166669,1202399,1144592.99,1159608.53,1151652.27,13,8747523,24
MUNICIPALIDAD DISTRITAL DE OXAMARCA,MUNICIPALIDAD DISTRITAL DE OXAMARCA,2023,.8142851,.14162426,.47619048,592397,482380.06,569395.48,527315.0600000001,10,4182878,21
MUNICIPALIDAD DISTRITAL DE OXAMARCA,MUNICIPALIDAD DISTRITAL DE OXAMARCA,2024,.82338381,.42231941,.36363637,768713,632945.8199999999,748705.04,656258.89,8,1820217,22
MUNICIPALIDAD DISTRITAL DE OYOLO,MUNICIPALIDAD DISTRITAL DE OYOLO,2022,.71206617,.66033912,.80555558,17081814,12163381.99,16379750.81,12210841.73,58,25868244,72
MUNICIPALIDAD DISTRITAL DE OYOLO,MUNICIPALIDAD DISTRITAL DE OYOLO,2023,.60275531,.92893249,.83333331,8909097,5370005.54,6865848.95,5462647.31,15,9590683,18
MUNICIPALIDAD DISTRITAL DE OYOLO,MUNICIPALIDAD DISTRITAL DE OYOLO,2024,.73690224,.99595469,.92000002,7988643,5886848.99,6071856.220000001,5889648.99,23,8021091,25
MUNICIPALIDAD DISTRITAL DE OYOTUN,MUNICIPALIDAD DISTRITAL DE OYOTUN,2022,.89642584,.23410825,.66666669,453478,406509.39,409090.41,409089.4399999999,8,1937044,12
MUNICIPALIDAD DISTRITAL DE OYOTUN,MUNICIPALIDAD DISTRITAL DE OYOTUN,2023,.052518293,.98768187,.81818181,9720657,510512.3099999999,801574.63,585612.3100000001,9,9841891,11
MUNICIPALIDAD DISTRITAL DE OYOTUN,MUNICIPALIDAD DISTRITAL DE OYOTUN,2024,.059585933,.44127199,.5714286,9988373,595166.51,9341043.210000001,681389.4,12,22635412,21
MUNICIPALIDAD DISTRITAL DE PACA,MUNICIPALIDAD DISTRITAL DE PACA,2022,.96793467,.94958222,.94117647,737042,713408.5,731047,714908.5,16,776175,17
MUNICIPALIDAD DISTRITAL DE PACA,MUNICIPALIDAD DISTRITAL DE PACA,2023,.9201082,.62666553,.76923078,246915,227188.52,236970,229888.52,10,394014,13
MUNICIPALIDAD DISTRITAL DE PACA,MUNICIPALIDAD DISTRITAL DE PACA,2024,.54418105,.18299864,.58333331,305930,166481.31,214908,169681.46,7,1671761,12
MUNICIPALIDAD DISTRITAL DE PACAICASA,MUNICIPALIDAD DISTRITAL DE PACAICASA,2022,.81288779,.44799575,.80000001,981750,798052.59,876901.03,798390.59,20,2191427,25
MUNICIPALIDAD DISTRITAL DE PACAICASA,MUNICIPALIDAD DISTRITAL DE PACAICASA,2023,.63260698,.38008147,.5,1017892,643925.58,724317.1600000001,644317.16,4,2678089,8
MUNICIPALIDAD DISTRITAL DE PACAICASA,MUNICIPALIDAD DISTRITAL DE PACAICASA,2024,.22280945,.89106035,.63636363,4382584,976481.1000000001,4223504.38,3858613.82,7,4918392,11
MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,2022,.9308967,.27844739,.76190478,10678161,9940264.93,10594551.3,10517238.4,32,38348936,42
MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,2023,.75847477,.26024625,.77049178,8453993,6412140.26,7143506.25,6463995.560000001,47,32484592,61
MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,2024,.69371343,.30283204,.7719298,11466345,7954357.42,9882550.539999999,8223850.33,44,37863712,57
MUNICIPALIDAD DISTRITAL DE PACANGA,MUNICIPALIDAD DISTRITAL DE PACANGA,2022,.97564667,.14246595,.6769231,2998416,2925394.55,2988803.57,2979804.55,44,21046546,65
MUNICIPALIDAD DISTRITAL DE PACANGA,MUNICIPALIDAD DISTRITAL DE PACANGA,2023,.57940716,.10375622,.75,1268525,734992.4400000001,1022422.34,901822.4400000001,30,12226014,40
MUNICIPALIDAD DISTRITAL DE PACANGA,MUNICIPALIDAD DISTRITAL DE PACANGA,2024,.58709466,.21903765,.76086956,1686717,990262.53,1615714.2,1141563.3,35,7700580,46
MUNICIPALIDAD DISTRITAL DE PACAPAUSA,MUNICIPALIDAD DISTRITAL DE PACAPAUSA,2022,.90270895,.95166707,.90476191,1027356,927403.4399999999,977678.36,928403.45,19,1079533,21
MUNICIPALIDAD DISTRITAL DE PACAPAUSA,MUNICIPALIDAD DISTRITAL DE PACAPAUSA,2023,.25263029,.97928369,.94444442,2400285,606384.6699999999,619439.98,606384.6699999999,17,2451062,18
MUNICIPALIDAD DISTRITAL DE PACAPAUSA,MUNICIPALIDAD DISTRITAL DE PACAPAUSA,2024,.32552287,.60677123,.83333331,3186271,1037204.11,2801786.34,1037204.11,15,5251190,18
MUNICIPALIDAD DISTRITAL DE PACARAN,MUNICIPALIDAD DISTRITAL DE PACARAN,2022,.75615305,.17206062,.77272725,1395928,1055535.22,1184852.48,1128133.48,17,8113001,22
MUNICIPALIDAD DISTRITAL DE PACARAN,MUNICIPALIDAD DISTRITAL DE PACARAN,2023,.4234716,.14774653,.71428573,515023,218097.61,218097.61,218097.61,10,3485855,14
MUNICIPALIDAD DISTRITAL DE PACARAN,MUNICIPALIDAD DISTRITAL DE PACARAN,2024,.76645535,.88006735,.73333335,1560927,1196380.82,1349121.11,1349121.11,11,1773645,15
MUNICIPALIDAD DISTRITAL DE PACARAOS,MUNICIPALIDAD DISTRITAL DE PACARAOS,2022,.47607031,.25275642,.77777779,1337181,636592.1800000001,636592.1800000001,636592.1800000001,14,5290394,18
MUNICIPALIDAD DISTRITAL DE PACARAOS,MUNICIPALIDAD DISTRITAL DE PACARAOS,2023,.91904813,.8165195,.85714287,1460577,1342340.55,1347700.35,1343779.55,12,1788784,14
MUNICIPALIDAD DISTRITAL DE PACARAOS,MUNICIPALIDAD DISTRITAL DE PACARAOS,2024,.56974036,.63959825,.875,875351,498722.77,744445.7200000001,498963.97,14,1368595,16
MUNICIPALIDAD DISTRITAL DE PACASMAYO,MUNICIPALIDAD DISTRITAL DE PACASMAYO,2022,.54560065,.27819175,.83783782,6721048,3667008.13,6409143.98,3788257.72,31,24159767,37
MUNICIPALIDAD DISTRITAL DE PACASMAYO,MUNICIPALIDAD DISTRITAL DE PACASMAYO,2023,.24878393,.96733171,.93103451,4000910,995362.13,3170069.95,1724013.96,27,4136027,29
MUNICIPALIDAD DISTRITAL DE PACASMAYO,MUNICIPALIDAD DISTRITAL DE PACASMAYO,2024,.55625427,.36027664,.875,4181615,2326041.12,2883038.13,2787247.16,28,11606678,32
MUNICIPALIDAD DISTRITAL DE PACCARITAMBO,MUNICIPALIDAD DISTRITAL DE PACCARITAMBO,2022,.64800632,.52732044,.77272725,4579557,2967581.93,4251547.66,2967708.93,17,8684581,22
MUNICIPALIDAD DISTRITAL DE PACCARITAMBO,MUNICIPALIDAD DISTRITAL DE PACCARITAMBO,2023,.87140054,.64823526,.69230771,4207708,3666599.07,3739045.07,3710899.07,9,6491020,13
MUNICIPALIDAD DISTRITAL DE PACCARITAMBO,MUNICIPALIDAD DISTRITAL DE PACCARITAMBO,2024,.89827693,.71231782,.69999999,2640986,2372336.73,2598264.76,2534177.45,7,3707595,10
MUNICIPALIDAD DISTRITAL DE PACCHA,MUNICIPALIDAD DISTRITAL DE PACCHA,2022,.71794164,.27758363,.83050847,9061054,6505307.750000001,8737936.23,7679187,49,32642608,59
MUNICIPALIDAD DISTRITAL DE PACCHA,MUNICIPALIDAD DISTRITAL DE PACCHA,2023,.64395469,.398725,.68421054,7676262,4943165.090000001,6996352.9,4967713.020000001,39,19252021,57
MUNICIPALIDAD DISTRITAL DE PACCHA,MUNICIPALIDAD DISTRITAL DE PACCHA,2024,.68677688,.18814518,.66666669,5772177,3964197.73,5386536.21,4042380.82,38,30679378,57
MUNICIPALIDAD DISTRITAL DE PACCHO,MUNICIPALIDAD DISTRITAL DE PACCHO,2022,.8761943,.99919361,.97435898,1193211,1045484.66,1166642.65,1090266.66,38,1194174,39
MUNICIPALIDAD DISTRITAL DE PACCHO,MUNICIPALIDAD DISTRITAL DE PACCHO,2023,.98506349,.8485527,.84615386,879233,866100.33,866100.33,866100.33,22,1036156,26
MUNICIPALIDAD DISTRITAL DE PACCHO,MUNICIPALIDAD DISTRITAL DE PACCHO,2024,.91406995,.39754751,.86956519,670151,612564.89,670148.0199999999,634194.89,20,1685713,23
